metagenre,vol,num,author,author_std,title,subtitle,editorial,genre,city,publisher,year,series,pages,printrun,price,contents
method,1918-1931,1289а,"Булыгина, Б.; Голохвастова, А.",БулыгинаБ,Учимся читать по-немецки,nan,Рис. А. Ромоданова.,nan,М.,Крестьянская газета,1930.0,Библиотека «Дружные ребята»,63.0,30000.0,0.15,nan
method,1918-1931,1289а,"Булыгина, Б.; Голохвастова, А.",ГолохвастоваА,Учимся читать по-немецки,nan,Рис. А. Ромоданова.,nan,М.,Крестьянская газета,1930.0,Библиотека «Дружные ребята»,63.0,30000.0,0.15,nan
nonfic,1918-1931,1290,"Бульвер, З. Л.",БульверЗЛ,Последний народный трибун,nan,Перераб. С. А. Иванчиной-Писаревой.,nan,М.; Л.,ЗИФ,1925.0,nan,210.0,10000.0,0.6,nan
method,1918-1931,1307,"Буторова, М.",БутороваМ,Веселая эстафета,nan,nan,nan,М.,Огиз—Молодая гвардия,1931.0,nan,12.0,50000.0,0.3,nan
method,1918-1931,1308,"Буторова, М.",БутороваМ,Игры,Книжка-картинка,nan,nan,М.,Гиз,1930.0,nan,12.0,20000.0,0.22,nan
method,1918-1931,1309,"Бутурлин, С. А.",БутурлинСА,Как сделать лук и стрелять из него,nan,nan,nan,М.; Л.,Огиз—Молодая гвардия,1930.0,"Библиотека пионера-активиста. Серия «Пионер, крепи оборону страны»",64.0,30000.0,0.16,nan
method,1918-1931,1329,"Буш, Вад.; Еник, К.; Казаков, Б.",БушВад,За деткора общественника-организатора,nan,nan,nan,Саратов,Нижневолжское краевое отделение Огиза,1931.0,nan,48.0,10000.0,0.15,nan
method,1918-1931,1329,"Буш, Вад.; Еник, К.; Казаков, Б.",ЕникК,За деткора общественника-организатора,nan,nan,nan,Саратов,Нижневолжское краевое отделение Огиза,1931.0,nan,48.0,10000.0,0.15,nan
method,1918-1931,1330,"Бушуйкина, Е.",БушуйкинаЕ,Как работать с октябрятами летом,nan,nan,nan,М.; Л.,Огиз—Молодая гвардия,1926.0,Как работать пионеру летом,27.0,10000.0,0.11,nan
method,1918-1931,1347,"Быков, Е.",БыковЕ,Пионеры и прогульщики,nan,nan,nan,М.,Огиз—Молодая гвардия,1931.0,nan,16.0,25000.0,0.25,nan
nonfic,1918-1931,1348,"Быков, П. В.",БыковПВ,Мой питомник и друзья,Из воспоминаний старого естественника,Под ред. и с предисл. проф. Б. Е. Райкова.,nan,Л.,Красная газета,1929.0,nan,162.0,10000.0,1.0,nan
method,1918-1931,1350,"Быковская, Е.; Быковский, М.",БыковскаяЕ,Картонажная игрушка,nan,Ред. и предисл. Н. Бартрам.,nan,М.; Л.,Гиз,1927.0,Своими руками,114.0,7000.0,0.9,nan
method,1918-1931,1350,"Быковская, Е.; Быковский, М.",БыковскийМ,Картонажная игрушка,nan,Ред. и предисл. Н. Бартрам.,nan,М.; Л.,Гиз,1927.0,Своими руками,114.0,7000.0,0.9,nan
method,1918-1931,1357,"Быховская, В. [врач]",БыховскаяВ,Летний режим пионера,nan,nan,nan,Л.,Прибой,1926.0,Знание пионеру,31.0,8000.0,0.2,nan
method,1918-1931,1361,NOAUTHOR,nan,В АВАНГАРДЕ ВСЕЙ ДЕТВОРЫ,nan,nan,nan,М.,МБ ДКО МК ВЛКСМ,1931.0,Детская коммунистическая организация юных пионеров им. Ленина. Моск. губ. бюро,72.0,5000.0,nan,nan
fic,1918-1931,1362,"Вавин, Ю.",ВавинЮ,Исправление ошибок природы,nan,nan,nan,Харьков,Пролетарий,1920.0,Серия производственных рассказов для юного пионера,58.0,5000.0,0.3,nan
fic,1918-1931,1363,"Вавин, Ю.",ВавинЮ,История советской калоши,nan,nan,nan,Харьков,Пролетарий,1925.0,Серия производственных рассказов для юного пионера,57.0,5000.0,0.25,nan
fic,1918-1931,1380,"Вакар, О.",ВакарО,Откуда гусята,nan,Рис. Л. Гамбургера.,nan,Киев,Культура,1930.0,nan,12.0,60000.0,0.16,nan
method,1918-1931,1387,"Валерьянова, Е. А.",ВалерьяноваЕА,В поход за рабочий огород,nan,nan,nan,М.,Огиз—Молодая гвардия,1931.0,Библиотека юного колхозника. Вторая большевистская весна,46.0,50000.0,0.12,nan
method,1918-1931,1388,"Валерьянова, Е. А.",ВалерьяноваЕА,Как выращивали картофель на пришкольном участке,nan,nan,nan,М.; Л.,Гиз,1929.0,Школьники в борьбе за урожай,29.0,20000.0,0.1,nan
method,1918-1931,1389,"Валерьянова, Е. А.",ВалерьяноваЕА,Как выращивали картофель на пришкольном участке,nan,Изд. 2-е,nan,М.; Л.,Гиз,1930.0,Школьники в борьбе за урожай,24.0,20000.0,0.1,nan
method,1918-1931,1390,"Валерьянова, Е. А.",ВалерьяноваЕА,Как пионеры работали на огородных грядках,nan,nan,nan,М.; Л.,Гиз,1930.0,Школьники в борьбе за урожай,32.0,10000.0,0.1,nan
method,1918-1931,1391,"Валерьянова, Е. А.",ВалерьяноваЕА,Как пионеры работали на огородных грядках,nan,Изд. 2-е,nan,М.; Л.,Гиз,1930.0,Школьники в борьбе за урожай,56.0,20000.0,0.1,nan
method,1918-1931,1392,"Валерьянова, Е. А.",ВалерьяноваЕА,Как пионеры работали на огородных грядках,nan,Изд. 3-е,nan,М.,Огиз — Учпедгиз,1931.0,Школьники в борьбе за урожай,30.0,20000.0,0.1,nan
method,1918-1931,1393,"Валерьянова, Е. А.",ВалерьяноваЕА,Пионеры на работах по сельскому хозяйству,nan,nan,nan,М.; Л.,Огиз—Молодая гвардия,1927.0,Пионеры и сельское хозяйство. Семена и посевы,32.0,10000.0,0.15,nan
method,1918-1931,1394,"Валерьянова, Е. А.",ВалерьяноваЕА,Школьники и пионеры в борьбе за урожай,nan,nan,nan,М.; Л.,Гиз,1929.0,Школьники в борьбе за урожай,63.0,35000.0,0.1,nan
method,1918-1931,1395,"Валерьянова, Е. А.",ВалерьяноваЕА,Школьники и пионеры в борьбе за урожай и коллективизацию,nan,Изд. 2-е,nan,М.; Л.,Гиз,1930.0,Школьники в борьбе за урожай,56.0,50000.0,0.12,nan
method,1918-1931,1396,"Валерьянова, Е. А.",ВалерьяноваЕА,Школьники и пионеры на осеннюю сельскохозяйственную кампанию,nan,nan,nan,М.,Работник просвещения,1930.0,nan,32.0,20000.0,0.8,nan
method,1918-1931,1397,"Валерьянова, Е. А.",ВалерьяноваЕА,Юный агроном,nan,nan,nan,М.,Огиз—Молодая гвардия,1930.0,Знание - сила,32.0,60000.0,0.6,nan
nonfic,1918-1931,1403,"Валюсинский, В.",ВалюсинскийВ,Лесные вредители,nan,nan,nan,Архангельск,Гиз,1931.0,Сев. краев. б-чка школы I ст,107.0,10000.0,0.35,nan
nonfic,1918-1931,1404,"Валюсинский, В.",ВалюсинскийВ,Северный олень,nan,nan,nan,Архангельск,Гиз,1931.0,"Сев. краев, библиотека школьн. 1 ст",56.0,10000.0,0.3,nan
fic,1918-1931,1406,"Ван, Г.",ВанГ,Как Петя узнал про выигрышные билеты,nan,nan,nan,М.,Изд. ЦК Союза текстильщиков,1928.0,Приложение к «Голосу текстилей»,15.0,160000.0,nan,nan
nonfic,1918-1931,1407,"Ванин, А.",ВанинА,Амба,Уссурийский тигр,nan,nan,Хабаровск; Владивосток,Книжное дело,1928.0,Знай свой край,36.0,5000.0,0.25,nan
fic,1918-1931,1408,"Вано, И.",ВаноИ,Мыльные пузыри,Кинокнижка,nan,nan,М.,Огиз—Молодая гвардия,1931.0,nan,46.0,20000.0,0.3,nan
fic,1918-1931,1409,"Вано, И.; Черкес, Д.",ВаноИ,Каток,Кинокнижка,nan,nan,М.,Огиз—Молодая гвардия,1931.0,nan,47.0,20000.0,0.3,nan
fic,1918-1931,1409,"Вано, И.; Черкес, Д.",ЧеркесД,Каток,Кинокнижка,nan,nan,М.,Огиз—Молодая гвардия,1931.0,nan,47.0,20000.0,0.3,nan
folk,1918-1931,1410,NOAUTHOR,nan,ВАНЬКА-ЕСТАНЬКА,nan,nan,nan,Одесса,Светоч,1927.0,nan,12.0,20000.0,0.15,nan
fic,1918-1931,1414,NOAUTHOR,nan,ВАНЯ-МЕТАЛЛИСТ,nan,Рис. В. Денисова.,nan,М.,Г. Ф. Мириманов,1924.0,nan,24.0,10000.0,nan,nan
method,1918-1931,1415,"Варич, С.",ВаричС,Пионерам о Красной армии,nan,Рис. автора.,nan,Харьков,Юный ленинец,1925.0,Библиотека юного ленинца,43.0,15000.0,0.18,nan
method,1918-1931,1416,"Варич, С.",ВаричС,Юный художник,nan,nan,nan,Харьков,ГИУ,1928.0,nan,88.0,5000.0,0.9,nan
fic,1918-1931,1417,"Варич, С.; Филио, Н.",ВаричС,Приключения Кима,Путешествие по Африке,nan,nan,Харьков,Всеукр. о-во содейств. юному ленинцу,1925.0,Библиотека юного ленинца,38.0,20000.0,0.22,nan
fic,1918-1931,1417,"Варич, С.; Филио, Н.",ФилиоН,Приключения Кима,Путешествие по Африке,nan,nan,Харьков,Всеукр. о-во содейств. юному ленинцу,1925.0,Библиотека юного ленинца,38.0,20000.0,0.22,nan
fic,1918-1931,1418,"Барковицкая, Л.",БарковицкаяЛ,Цирк и ратуша,Эпизод из жизни Розы Люксембург,Рис. Т. Шншмаревой и В. Власова.,nan,М.; Л.,Огиз—Молодая гвардия,1931.0,nan,62.0,30000.0,0.3,nan
method,1918-1931,1420,"Варушкин, И. М.",ВарушкинИМ,Гигиена школьника и пионера,nan,Под ред. и с предисл. М. О. Веселова. Рис. В. Мей.,nan,Сергиев,изд. автора,1927.0,К здоровой жизни,92.0,5000.0,0.4,nan
method,1918-1931,1421,"Варушкин, И. М.",ВарушкинИМ,Памятка школьника и пионера,nan,nan,nan,Выкса,Акад. пед. наук СССР,1926.0,nan,7.0,5000.0,nan,nan
method,1918-1931,1422,"Варушкин, И. М.",ВарушкинИМ,Памятка школьника и пионера,nan,Изд. 3-е,nan,Сергиев,изд. Сергиевск. о-ва борьбы с алкоголизмом,1929.0,nan,24.0,50000.0,0.5,nan
nonfic,1918-1931,1423,"Варушкин, И. М.",ВарушкинИМ,Первая помощь.,С краткими сведениями из анатомии и физиологии человека,Рис. В. Мей. Изд. 2-е.,nan,Сергиев,изд. автора,1927.0,К здоровой жизни,96.0,10000.0,0.45,nan
nonfic,1918-1931,1424,"Варушкин, И. М.",ВарушкинИМ,Первая помощь.,С краткими сведениями из анатомии и физиологии человека,Изд. 3-е,nan,Сергиев,изд. автора,1928.0,К здоровой жизни,125.0,25000.0,0.45,nan
nonfic,1918-1931,1425,"Варушкин, И. М.",ВарушкинИМ,Первая помощь.,С краткими сведениями из анатомии и физиологии человека,Изд. 4-е,nan,Сергиев,Изд. уездн. к-та РОКК,1929.0,К здоровой жизни,125.0,10000.0,0.45,nan
fic,1918-1931,1426,"Варшавский, Ю.",ВаршавскийЮП,Мистер Смит,nan,Рис. Петрова.,nan,М.; Л.,Огиз—Молодая гвардия,1931.0,nan,12.0,25000.0,0.22,nan
method,1918-1931,1427,"Василевский, Л. М.",ВасилевскийЛМ,Гигиена пионера,nan,Под ред. В. М. Броннера.,nan,М.,Новая Москва,1925.0,Библиотека юного пионера,64.0,15000.0,0.25,nan
method,1918-1931,1428,"Василевский, Л. М.",ВасилевскийЛМ,Гигиена пионера,nan,Изд. 2-е,nan,М.,Новая Москва,1926.0,Библиотека юного пионера,63.0,20000.0,0.2,nan
nonfic,1918-1931,1429,"Васильев, Б.",ВасильевБ,Автомобиль,nan,nan,nan,М.; Л.,Огиз—Молодая гвардия,1927.0,Библиотека юного пионера,60.0,7000.0,0.3,nan
nonfic,1918-1931,1434,"Васильев, Г.; Смиренномудренский",Смиренномудренский,Лен-долгунец,nan,Рис. Фридмана и Герец.,nan,Л.,Лен. обл. изд-во,1931.0,Политехническая библиотека «Ленинских искр»,79.0,30000.0,0.5,nan
method,1918-1931,1436,"Васильев, Н. К.",ВасильевНК,Как построить летающую модель самолета,nan,nan,nan,Н.-Новгород,"изд. Нижегородок, краев, детск. технич. станции",1929.0,nan,4.0,2500.0,nan,nan
method,1918-1931,1437,"Васильев, Н. К.",ВасильевНК,Как построить летающую модель самолета,nan,nan,nan,Ив.-Вознесенск,изд. обл. детск. технич. НПО,1930.0,nan,4.0,3000.0,nan,nan
method,1918-1931,1450,"Васькевич, Д.; Руф, В.",ВаськевичД,"Осторожно, яд",Опыты с отравляющими веществами,nan,nan,М.; Л.,Огиз—Молодая гвардия,1930.0,"Библиотека пионера-активиста. Серия «Пионер, крепи оборону страны»",44.0,15000.0,0.9,nan
method,1918-1931,1450,"Васькевич, Д.; Руф, В.",РуфВ,"Осторожно, яд",Опыты с отравляющими веществами,nan,nan,М.; Л.,Огиз—Молодая гвардия,1930.0,"Библиотека пионера-активиста. Серия «Пионер, крепи оборону страны»",44.0,15000.0,0.9,nan
method,1918-1931,1451,"Ватагин, В. А.",ВатагинВА,Азбука в картинках,nan,Рис. автора.,nan,М.,Г. Ф. Мириманов,1926.0,nan,12.0,15000.0,0.3,nan
nonfic,1918-1931,1452,"Ватагин, В. А.",ВатагинВА,Дикие звери,Картинки,Ред. А. В. Бакушинского.,nan,М.,Г. Ф. Мириманов,1928.0,nan,12.0,20000.0,0.75,nan
nonfic,1918-1931,1453,"Ватагин, В. А.",ВатагинВА,Домашние животные,Картинки с текстом,nan,nan,М.,Г. Ф. Мириманов,1926.0,nan,12.0,15000.0,0.25,nan
fic,1918-1931,1454,"Ватагин, В. А.",ВатагинВА,Железная дорога В,Дурова. (,Картинки с текстом.) Рис. автора.,nan,М.,Г. Ф. Мириманов,1927.0,nan,12.0,50000.0,0.5,nan
fic,1918-1931,1455,"Ватагин, В. А.",ВатагинВА,Железная дорога В,Дурова. (,Изд. 2-е,nan,М.,Г. Ф. Мириманов,1929.0,nan,12.0,50000.0,0.4,nan
nonfic,1918-1931,1456,"Ватагин, В. А.",ВатагинВА,Звери красивые,Картинки с текстом,nan,nan,М.,Г. Ф. Мириманов,1927.0,nan,12.0,100000.0,0.12,nan
nonfic,1918-1931,1457,"Ватагин, В. А.",ВатагинВА,Звери и птицы самые странные,nan,nan,nan,М.,Г. Ф. Мириманов,1928.0,nan,12.0,100000.0,0.12,nan
nonfic,1918-1931,1458,"Ватагин, В. А.",ВатагинВА,Звери самые большие,Картинки с текстом,nan,nan,М.,Г. Ф. Мириманов,1927.0,nan,12.0,100000.0,0.12,nan
nonfic,1918-1931,1459,"Ватагин, В. А.",ВатагинВА,Звери самые маленькие,Картинки с текстом,Рис. автора.,nan,М.,Г. Ф. Мириманов,1927.0,nan,12.0,100000.0,0.12,nan
nonfic,1918-1931,1460,"Ватагин, В. А.",ВатагинВА,Кто нас возит,nan,Рис. В. Ватагина.,nan,М.,Г. Ф. Мириманов,1924.0,nan,14.0,10000.0,0.6,nan
nonfic,1918-1931,1461,"Ватагин, В. А.",ВатагинВА,Кто нас возит,nan,Рис. В. Ватагина. Текст Н. Жбанковой.,nan,М.,Г. Ф. Мириманов,1927.0,nan,12.0,10000.0,0.5,nan
nonfic,1918-1931,1462,"Ватагин, В. А.",ВатагинВА,Кто нас возит,nan,Изд. 2-е,nan,М.,Г. Ф. Мириманов,1928.0,nan,10.0,10000.0,0.5,nan
fic,1918-1931,1463,"Ватагин, В. А.",ВатагинВА,Кто на чем ездит,Книжки-картинки,nan,nan,М.,Г. Ф. Мириманов,1927.0,nan,10.0,100000.0,0.12,nan
fic,1918-1931,1464,"Ватагин, В. А.",ВатагинВА,Малыши,Картинки с текстом,Рис. автора.,nan,М.,Г. Ф. Мириманов,1927.0,nan,12.0,100000.0,0.12,nan
nonfic,1918-1931,1465,"Ватагин, В. А.",ВатагинВА,Московский зоосад,Картинки,nan,nan,М.,Г. Ф. Мириманов,1926.0,nan,12.0,15000.0,0.3,nan
nonfic,1918-1931,1466,"Ватагин, В. А.",ВатагинВА,Московский зоосад,Картинки,Изд. 2-е,nan,М.,Г. Ф. Мириманов,1927.0,nan,12.0,40000.0,0.2,nan
nonfic,1918-1931,1467,"Ватагин, В. А.",ВатагинВА,Московский зоосад,Картинки,Вып. 2-й,nan,М.,Г. Ф. Мириманов,1926.0,nan,12.0,15000.0,0.25,nan
nonfic,1918-1931,1468,"Ватагин, В. А.",ВатагинВА,Московский зоосад,Картинки,Вып. 2-й. Изд. 2-е,nan,М.,Г. Ф. Мириманов,1927.0,nan,12.0,40000.0,0.2,nan
nonfic,1918-1931,1469,"Ватагин, В. А.",ВатагинВА,Обезьяны,nan,Рис. автора. Текст Н. Жбанковой.,nan,М.,Г. Ф. Мириманов,1927.0,nan,12.0,15000.0,0.5,nan
nonfic,1918-1931,1470,"Ватагин, В. А.",ВатагинВА,Птицы,Картинки с‘ текстом,nan,nan,М.,Г. Ф. Мириманов,1927.0,nan,12.0,100000.0,0.12,nan
fic,1918-1931,1471,"Ватагин, В. А.",ВатагинВА,Слон Вамбо,nan,Рис. В. Ватагина. Текст Н. Жбанковой.,nan,М.,Г. Ф. Мириманов,1927.0,nan,12.0,20000.0,0.5,nan
fic,1918-1931,1472,"Ватагин, В. А.",ВатагинВА,У дедушки Дурова,Картинки с текстом,Рис. автооа.,nan,М.,Г. Ф. Мириманов,1927.0,nan,12.0,100000.0,0.12,nan
nonfic,1918-1931,1473,"Ватагина, А.",ВатагинаА,Насекомые,Картинки с текстом,nan,nan,М.,Г. Ф. Мириманов,1927.0,nan,12.0,100000.0,0.12,nan
method,1918-1931,1476,NOAUTHOR,nan,В БОЙ ЗА ВТОРУЮ БОЛЬШЕВИСТСКУЮ ВЕСНУ,Задание Зап.-сиб. бюро ДКО Крайкома ВЛКСМ пионерам и школьникам Зап.-Сиб. края по участию в проведении весенне-летней с.-х. кампании,nan,nan,Новосибирск,Огиз—Зап. обл. отд-ние,1931.0,nan,11.0,5000.0,nan,nan
method,1918-1931,1476а,NOAUTHOR,nan,В БОЙ ЗА ВЫСОКИЙ УДОЙ,nan,nan,nan,М.; Л.,Огиз—Молодая гвардия,1930.0,Библиотечка журн. «Юный натуралист»,15.0,10000.0,0.3,nan
fic,1918-1931,1500,"Введенский, А.; Ермолаева, В.",ЕрмолаеваВМ,Рыбаки,nan,Рис. В. Ермолаевой.,nan,М.; Л.,Гиз,1930.0,nan,12.0,20000.0,0.4,nan
fic,1918-1931,1501,"Введенский, А.; Ермолаева, В.",ЕрмолаеваВМ,Рыбаки,nan,Изд. 2-е,nan,М.; Л.,Огиз—Молодая гвардия,1931.0,nan,12.0,10000.0,0.4,nan
fic,1918-1931,1502,"Введенский, А.; Эвенбах, Е.",ЭвенбахЕ,Мед,nan,nan,nan,М.; Л.,Гиз,1930.0,nan,12.0,25000.0,0.3,nan
method,1918-1931,1505,NOAUTHOR,nan,В ДЕТСКОМ САДУ,Сборник,Составил коллектив тверских дошкольниц. Ред. Я. Мексина. Рис. Н. Ушаковой.,nan,М.; Л.,Гиз,1925.0,Библиотечка детского сада,28.0,15000.0,0.6,nan
method,1918-1931,1507,"Вейгелин, К. Е.",ВейгелинКЕ,Авиация из бумаги,nan,nan,nan,М.,Огиз—Молодая гвардия,1930.0,Библиотека «Знание-сила». Серия «В помощь техническим кружкам»,76.0,30000.0,0.2,nan
nonfic,1918-1931,1508,"Вейгелин, К. Е.",ВейгелинКЕ,Занимательная авиация,nan,Рис. Е. Д. Белухи и Ю. Д. Скалдица.,nan,Л.,Время,1928.0,nan,229.0,5150.0,1.9,nan
nonfic,1918-1931,1509,"Вейгелин, К. Е.",ВейгелинКЕ,Занимательная авиация,nan,Рис. Е. Д. Белухи и Ю. Д. Скалдица.,nan,Л.,Время,1930.0,nan,236.0,8000.0,1.9,nan
method,1918-1931,1510,"Вейгелин, К. Е.",ВейгелинКЕ,Как делать и пускать воздушные змеи,nan,nan,nan,Л.,Научное кн-во,1925.0,Библиотека журн. «В мастерской природы». Для умелых рук,63.0,8000.0,0.4,nan
method,1918-1931,1511,"Вейгелин, К. Е.",ВейгелинКЕ,Как делать и пускать воздушные змеи,nan,nan,nan,Л.,Научное кн-во,1930.0,Библиотека журн. «В мастерской природы». Для умелых рук,62.0,15000.0,0.4,nan
nonfic,1918-1931,1516,"Вейсман, Р.",ВейсманР,Почему нехватает товаров,nan,Рис. И. Малютина.,nan,М.,Огиз—Молодая гвардия,1931.0,Ударные книжки,24.0,25000.0,0.1,nan
nonfic,1918-1931,1517,"Вейсман, Р.",ВейсманР,Право на орден,Награждение ВЛКСМ орденом Красного знамени,Рис. Е. Афанасьевой.,nan,М.; Л.,Огиз—Молодая гвардия,1931.0,nan,30.0,25000.0,0.1,nan
fic,1918-1931,1518,"Вейтков, Ф.",ВейтковФЛ,Дети борьбы,nan,nan,nan,М.,ЦК МОПР СССР,1930.0,Юные друзья МОПР,31.0,20000.0,0.1,nan
nonfic,1918-1931,1519,NOAUTHOR,nan,ВЕЛИКИЙ ДЕДУШКА,Жизнь и деятельность В. И. Ленина,nan,nan,Ростов-Дон,Гиз,1925.0,"«Слушай, пионер»",29.0,25000.0,0.4,nan
method,1918-1931,1543,"Вендрих, Г.",ВендрихГ,Собирайте золу,nan,nan,nan,Воронеж,изд. Центр.-чернозем. обл. детск. технич. и с.-х. станции при облбюро ДКО,1930.0,nan,2.0,10000.0,nan,nan
nonfic,1918-1931,1581,"Вербловская, А.",ВербловскаяА,Что узнали дети,Экскурсия в природу,Рис. Г. Гугунова.,nan,М.,Огиз—Молодая гвардия,1931.0,nan,16.0,200000.0,0.1,nan
method,1918-1931,1602,"Веркин, И.",ВеркинИ,Юный переплетчик,Как самому переплести книгу,Рис. И. М. Москалева.,nan,Харьков,Юный ленинец,1924.0,Библиотека юного ленинца,112.0,10000.0,0.35,nan
method,1918-1931,1645,Вершинин,Вершинин,Как организовать пасеку,nan,nan,nan,Хабаровск,изд. Дальневост. краев. детск. с.-х. станции,1929.0,nan,4.0,2000.0,nan,nan
method,1918-1931,1646,"Вершинин, Г. Г.",ВершининГГ,Лагерь в коммуне,Отчет работы пионерск. лагеря в колхозе,nan,nan,Н.-Новгород,Огиз—Нижегородск. краев. отд-ние,1931.0,nan,40.0,5000.0,0.5,nan
nonfic,1918-1931,1646а,"Вершинин, И.",ВершининИ,Боевая дружина,Казанцы в 1905 году. Памяти машиниста Ухтомского,nan,nan,М.; Л.,Гиз,1930.0,Рабочая библиотека школьника 1 ст. Серия биографическая,48.0,10000.0,0.2,nan
fic,1918-1931,1653,NOAUTHOR,nan,ВЕСЕЛАЯ АЗБУКА,nan,Рис. М. Добужинского.,nan,Л.,Брокгауз-Ефрон,1925.0,nan,31.0,10000.0,1.25,nan
method,1918-1931,1654,NOAUTHOR,nan,ВЕСЕЛАЯ ПРОГУЛКА,nan,nan,nan,Одесса,БИП,1927.0,nan,11.0,10000.0,0.6,nan
method,1918-1931,1655,NOAUTHOR,nan,ВЕСЕЛАЯ ПРОГУЛКА,nan,nan,nan,Одесса,БИП,1929.0,nan,11.0,15000.0,0.6,nan
coloring,1918-1931,1657,NOAUTHOR,nan,ВЕСЕЛОЕ РИСОВАНИЕ ДЛЯ ТАНИ И ВАНИ,nan,Рис. С. Гольдмана.,nan,Одесса,Светоч,1927.0,nan,10.0,10000.0,0.15,nan
coloring,1918-1931,1658,NOAUTHOR,nan,ВЕСЕЛОЕ РИСОВАНИЕ ДЛЯ ТАНИ И ВАНИ,nan,Рис. С. Гольдмана.,nan,Одесса,Светоч,1927.0,nan,10.0,20000.0,0.15,nan
coloring,1918-1931,1659,NOAUTHOR,nan,ВЕСЕЛОЕ РИСОВАНИЕ ДЛЯ ТАНИ И ВАНИ,nan,Рис. С. Гольдмана.,nan,Одесса,Светоч,1927.0,nan,10.0,30000.0,0.15,nan
method,1918-1931,1660,NOAUTHOR,nan,ВЕСЕЛЫЕ ИГРЫ,nan,Сост. В. 3. Рис. А.   Соборовой.,nan,М.,Правда,1930.0,Библиотека «Мурзилки»,21.0,100000.0,0.5,nan
method,1918-1931,1662,NOAUTHOR,nan,ВЕСЕННИЙ БОЙ,Сборник к весенней посевной кампании,nan,nan,М.; Л.,Учпедгиз,1931.0,ЛОНО— облбюро ДКО. Пионерский деревенский театр при Ленингр. доме самодеят. искусства,88.0,7000.0,nan,nan
method,1918-1931,1663,NOAUTHOR,nan,ВЕСЕННЕ-ЛЕТНЯЯ РАБОТА ЮП В ГОРОДЕ И ДЕРЕВНЕ,Задания отрядам юных пионеров на весну и лето 1927. г,nan,nan,Псков,изд. псковского губбюро ДКО,1927.0,nan,43.0,1000.0,nan,nan
nonfic,1918-1931,1664,NOAUTHOR,nan,ВЕСЕННЯЯ БОРЬБА С ВРЕДИТЕЛЯМИ САДА,nan,nan,nan,М.,Огиз—Молодая гвардия,1930.0,Библиотечка журн. «Юный натуралист». Советские ребята в борьбе за урожай,8.0,100000.0,0.2,nan
method,1918-1931,1665,NOAUTHOR,nan,ВЕСЕННЯЯ СЕЛЬСКОХОЗЯЙСТВЕННАЯ КАМПАНИЯ И ГОРОДСКИЕ РЕБЯТА,nan,nan,nan,М.,Огиз—Молодая гвардия,1930.0,Библиотечка журн. «Юный натуралист». Советские ребята в борьбе за урожай,8.0,100000.0,0.2,nan
fic,1918-1931,1666,NOAUTHOR,nan,ВЕСНА,nan,nan,nan,Киев,Культура,1928.0,nan,12.0,20000.0,0.9,nan
nonfic,1918-1931,1667,NOAUTHOR,nan,ВЕСНА И ЛЕТО В ДЕРЕВНЕ,nan,Рис. К. В. Лебедева и А. В. Моравова.,nan,М.,И. Д. Сытин,1918.0,nan,23.0,5000.0,nan,nan
nonfic,1918-1931,1670,NOAUTHOR,nan,ВЕСНОЙ,nan,Рис. К. Спасского.,nan,М.,Новая деревня,1923.0,nan,30.0,nan,nan,nan
fic,1918-1931,1681,"Ветринский, Ч.",ВетринскийЧ,Божьи дети,Сборник,nan,nan,Н.-Новгород,изд. союза потребит. кооперативов,1918.0,nan,nan,nan,nan,nan
nonfic,1918-1931,1682,"Вечфинский, Г.",ВечфинскийГ,Человек в воздухе,nan,nan,nan,Харьков,Всеукр. о-во содейств. юному ленинцу,1925.0,Библиотека юного ленинца,nan,nan,0.25,nan
fic,1918-1931,1684,NOAUTHOR,nan,В ЗВЕРИНЦЕ,nan,Рис. С. Гольдмана.,nan,Одесса,Светоч,1927.0,nan,12.0,50000.0,0.9,nan
nonfic,1918-1931,1688,"Викторов, Р.",ВикторовР,Десять октябрей,nan,nan,nan,М.,Огиз—Молодая гвардия,1927.0,nan,68.0,5000.0,0.6,nan
nonfic,1918-1931,1689,"Викторов, Р.",ВикторовР,История одного знамени,nan,nan,nan,М.,Огиз—Молодая гвардия,1928.0,nan,72.0,7000.0,0.65,nan
nonfic,1918-1931,1704,"Виллиам, Г.",ВиллиамГ,Наши четвероногие друзья,nan,nan,nan,М.,Юная Россия,1918.0,Библиотека,32.0,nan,nan,nan
method,1918-1931,1705,"Виллим, М.",ВиллимМ,Октябрь,Сборник материалов для проведения праздника,Составили М. Виллим и Д. Рович.,nan,М.,Правда,1930.0,Библиотека «Мурзилки»,31.0,25000.0,0.5,nan
method,1918-1931,1711,"Винокуров, Д. А.",ВинокуровДА,Зарядка пионеров в лагере и на площадке,nan,nan,nan,Ростов-Дон,издание Северокавказской краевой пионерской оздоровительной физкультурной станции крайкома ВЛКСМ и крайздрава,1930.0,nan,8.0,4000.0,nan,nan
fic,1918-1931,1712,"Вирганский, Б.",ВирганскийБ,"Чудеса, да и только",nan,Рис. автора.,nan,М.,Огиз—Молодая гвардия,1929.0,Книжка-игрушка,10.0,15000.0,0.6,nan
fic,1918-1931,1718,"Вихрева, М.",ВихреваМ,На колесах,nan,nan,nan,М.; Л.,Гиз,1930.0,nan,10.0,20000.0,0.3,nan
