metagenre,vol,num,author,author_std,title,subtitle,editorial,genre,city,publisher,year,series,pages,printrun,price,contents
method,1918-1931,8214,"Румянцев, В. П.",РумянцевВП,Пионеру о топографии,,,,М.,Огиз—Молодая гвардия,1930.0,Библиотека пионера-активиста. Серия справочников по военной работе,46.0,15000.0,0.2,
nonfic,1918-1931,8215,"Рурский, Ив. [И. Р.]",РурскийИ,Мятежный праздник—Первое мая,,Изд. 2чз,,М.; Л.,Огиз—Молодая гвардия,1926.0,Беседы у костра,47.0,10000.0,0.16,
method,1918-1931,8216,"Русанов, Е.",РусановЕГ,За мотор и дорогу,Как проводить детский поход Автодора,,,М.,Огиз—Молодая гвардия,1931.0,,32.0,25250.0,0.12,
folk,1918-1931,8219,NOAUTHOR,,РУССКИЕ НАРОДНЫЕ СКАЗНИ,,"В изложении Д. Ушинского, Л. Толстого, Н. Тулуиова, О. Роговой и др. Под ред. М. X. Свентицкэй. Рис. В. Замирайло.",,М.,I. Кнебель,1918.0,,103.0,10000.0,,
nonfic,1918-1931,8228,NOAUTHOR,,РУССКИЕ РЕВОЛЮЦИОНЕРЫ,Книга для юных читателей,"Под ред. И., Сверчкова. Ч. 1. Рылеев, Пестель, Муравьев-Апостол, Каховский, Петрашевский, Бакунин, Герцен, Чернышевский.",,М.; Л.,Всесоюзное о-во политкаторжан,1927.0,,235.0,6000.0,1.75,
nonfic,1918-1931,8229,NOAUTHOR,,РУССКИЕ РЕВОЛЮЦИОНЕРЫ,Книга для юных читателей,"Ч. П. Каракозов, Нечаев, Засулич, Халтурин, Желябов, Перовская, Морозов, Фигнер",,М.; Л.,Всесоюзное о-во политкаторжан,1927.0,,25.0,6000.0,1.75,
fic,1918-1931,8245,"Рыбникова, М. А.",РыбниковаМА,И у них есть дом,,Рис. Н. Машковой.,,М.,Работник просвещения,1927.0,Читальня советской школы,30.0,10000.0,0.35,
fic,1918-1931,8246,"Рыжков, В.",РыжковВ,Между жизнью и смертью,,,,Харьков,Юный ленинец,1925.0,Библиотека юного ленинца,58.0,15000.0,0.16,
nonfic,1918-1931,8247,"Рыжков, В.",РыжковВ,Что можно увидеть под микроскопом,Книга жизни,,,Харьков,Юный ленинец,1924.0,Библиотека юного ленинца,44.0,10000.0,0.12,
fic,1918-1931,8267,"Рымкевич, П. А.; Смиренин, Б. А.",СмиренинБА,Радио завтра,,,,Л.,Прибой,1926.0,Библиотека юного пролетария,83.0,6000.0,0.5,
method,1918-1931,8268,"Рюмин, В. В.",РюминВВ,Для юных химиков,Занятия на досуге,,,Л.,Начатки знаний,1926.0,,123.0,5200.0,0.1,
nonfic,1918-1931,8269,"Рюмин, В. В.",РюминВВ,Занимательная техника наших дней,,"Рис. А. И. Боголюбского, Т. В. Вестфален, Ю. Д. Скалдина и Е. И. Харибина.",,Л.,Время,1930.0,,211.0,8070.0,1.7,
nonfic,1918-1931,8270,"Рюмин, В. В.",РюминВВ,Занимательная химия,Опыты и развлечения из области химии,,,Л.,Время,1925.0,,191.0,6000.0,0.2,
nonfic,1918-1931,8271,"Рюмин, В. В.",РюминВВ,Занимательная химия,Опыты и развлечения из области химии,Изд. 3-е,,Л.,Время,1928.0,,172.0,5150.0,1.1,
nonfic,1918-1931,8272,"Рюмин, В. В.",РюминВВ,Занимательная химия,Опыты и развлечения из области химии,Изд. 4-е,,Л.,Время,1929.0,,171.0,6000.0,1.1,
nonfic,1918-1931,8273,"Рюмин, В. В.",РюминВВ,Занимательная электротехника на дому и самодельные электрические приборы,,Рис. Ю. Д. Скалдина. Изд. 2-е,,Л.,Время,1928.0,,143.0,4150.0,1.2,
nonfic,1918-1931,8274,"Рюмин, В. В.",РюминВВ,Занимательная электротехника на дому и самодельные электрические приборы,,Изд. 3-е,,Л.,Время,1929.0,,143.0,6000.0,1.2,
nonfic,1918-1931,8275,"Рюмин, В. В.",РюминВВ,Занимательная электротехника,Опыты'и развлечения в области элекгротех-ники,,,Л.,Время,1926.0,,184.0,5150.0,1.45,
nonfic,1918-1931,8276,"Рюмин, В. В.",РюминВВ,Занимательная электротехника,Опыты'и развлечения в области элекгротех-ники,Изд. 3-е,,Л.,Время,1928.0,,183.0,4150.0,1.45,
nonfic,1918-1931,8277,"Рюмин, В. В.",РюминВВ,Занимательная электротехника,Опыты'и развлечения в области элекгротех-ники,Изд. 4-е,,Л.,Время,1929.0,,183.0,6000.0,1.45,
method,1918-1931,8278,"Рюмин, В. В.",РюминВВ,Химическая лаборатория любителя,,,,Л.,Научное кн-во,1925.0,Библиотека журн. «В мастерской природы». Для умелых рук,27.0,5200.0,0.35,
nonfic,1918-1931,8279,"Рюмин, В. В.",РюминВВ,Химические развлечения,,,,Л.,Научное кн-во,1926.0,Библиотека журн. «В мастерской природы». Для умелых рук,32.0,5200.0,0.35,
fic,1918-1931,8280,"Рябов, Б.",РябовБ,Экскурсия в голубую бездну,,,,М.; Л.,Огиз—Молодая гвардия,1928.0,,180.0,7000.0,1.73,
fic,1918-1931,8292,С. М.,КонашевичВМ,Ванька и Васька,,Рис. В. Ко-нашевича.,,Л.,Время,1925.0,,14.0,8000.0,0.75,
nonfic,1918-1931,8294,"Саввин, Н. А.",СаввинНА,Парижская коммуна,Сборнпк,,,М.,Г. Ф. Мириманов,1925.0,Новая библиотека школьника,108.0,10000.0,0.45,
method,1918-1931,8311,"Савельев, Л.; Тамби, В.",ТамбиВА,Тетрадь с картинками,Что мы строим,,,М.; Л.,Гиз,1930.0,,23.0,50000.0,0.5,
method,1918-1931,8313,NOAUTHOR,,САД-ОГОРОД,Тема Л. Петрушев-ской,Рис. Б. Крюкова.,,Киев,Культура,1931.0,,18.0,15000.0,0.5,
method,1918-1931,8314,"Садомская, С.; Опендак, Е.",СадомскаяС,Летние пионер площадки,,,,М.; Л.,Московский рабочий,1927.0,,111.0,4000.0,0.5,
method,1918-1931,8314,"Садомская, С.; Опендак, Е.",ОпендакЕ,Летние пионер площадки,,,,М.; Л.,Московский рабочий,1927.0,,111.0,4000.0,0.5,
nonfic,1918-1931,8318,"Сазанов, И.",СазановИ,Враги наших полей,,,,М.; Л.,Гиз,1930.0,Краеведч. библиотека школьника 1 ст. Нижневолжского края. Сост. коллективом педагогов и краеведов г. Саратова. Под рук. и ред. Е. И. Перовского,46.0,6000.0,0.25,
nonfic,1918-1931,8319,"Сазанов, И.",СазановИ,С удочкой по рекам и озерам Нижневолжского края,,,,М.; Л.,Гиз,1930.0,Краеведч. библиотека школьника I ст. Нижневолжского края. Сост. коллективом педагогов и краеведов г. Саратова. Под общ. ред. Е. И. Перовского,88.0,4000.0,0.4,
method,1918-1931,8359,NOAUTHOR,,САМОДЕЛЬНАЯ ДИНАМОМАШИНА,Под. ред. В. В. Бибикова,,,Ростов-Дон,Акад. пед. наук СССР,1930.0,Северокавказск. краев. к-т ВЛКСМ. Край-бюро ДКО ЮП. Краев. дом деткомдвижения,5.0,3000.0,,
method,1918-1931,8363,"Самойлович, М.",СамойловичМ,Новая азбука,,Рис. С. Гольдман.,,Одесса,Акад. пед. наук СССР,1926.0,,12.0,25000.0,,
method,1918-1931,8384,NOAUTHOR,,САНИТАРНАЯ ПАМЯТКА,,,,Ростов-Дон,Гиз,1925.0,"«Слушай, пионер»",31.0,50000.0,0.4,
method,1918-1931,8385,NOAUTHOR,,САНИТАРНАЯ ПАМЯТКА ЮНОГО ПИОНЕРА,,,,Орел,изд. Комитета РОКК и губ-бюро ЮП,1927.0,,19.0,7500.0,,
method,1918-1931,8386,"Сарайкин, И. А.",СарайкинИА,Пионеры среди дошкольников,,,,Москва; Саратов,Огиз—Молодая гвардия,1930.0,,64.0,10000.0,0.2,
fic,1918-1931,8389,"Сафонова, Е. В.",СафоноваЕВ,Вокзал,,,,М.; Л.,Гиз,1930.0,,12.0,25000.0,0.22,
fic,1918-1931,8390,"Сафонова, Е. В.",СафоноваЕВ,Дети-негры,,,,М.; Л.,Гиз,1930.0,,12.0,20000.0,0.22,
fic,1918-1931,8391,"Сафонова, Е. В.",СафоноваЕВ,Река,,Рис. автора.,,М.,Гиз,1930.0,,12.0,10000.0,0.3,
nonfic,1918-1931,8392,"Сахаров, Д. Н.",СахаровДН,Электрическая лампочка и физические опыты с нею,,,,М.; Л.,Гиз,1930.0,Рабочая школьная библиотека. Серия ио физике. Псд общ. ред. А. И. Бачинского,72.0,5000.0,0.45,
fic,1918-1931,8399,"Сашин, А.",СашинА,Про колгас Серебрянку и деревню Малашковичн,,Рис. автора.,,М.; Л.,Огиз—Молодая гвардия,1931.0,,24.0,10000.0,0.55,
method,1918-1931,8402,NOAUTHOR,,СБОРНИК ИГР И ФИЗКУЛЬТУРНЫХ УПРАЖНЕНИЙ ДЛЯ ОТРЯДОВ ЮП,,,,Ульяновск,"изд. Ульяновск, убюро и губ-бюро ЮП",1928.0,,15.0,500.0,,
method,1918-1931,8403,NOAUTHOR,,СБОРНИК МАТЕРИАЛОВ К ЛАГЕРЯМ ЮНЫХ ПИОНЕРОВ 1923 ГОДА,,,,М.,Изд. Райбюро юных пионеров Соколышческ. района,1929.0,Московск. организация Со-иолышческ. райбюро,30.0,300.0,,
nonfic,1918-1931,8404,NOAUTHOR,,СБОРНИК О ЛЕСЕ,Зеленое золото,Рис. А. Налетова.,,Л.,Лен. обл. изд-во,1931.0,Библиотека «Ленинских искр»,64.0,30000.0,0.3,
nonfic,1918-1931,8419,"Сверчков, Д.",СверчковД,Первый совет (1905 г.),,,,М.; Л.,Огиз—Молодая гвардия,1926.0,Библиотека юного пионера. Из подполья к победе,62.0,7000.0,0.25,
nonfic,1918-1931,8421,"Светлов, М. А.",СветловМА,Гренада,,Рис. В. Калмыкова.,,М.; Л.,Гиз,1930.0,,16.0,25000.0,0.7,
nonfic,1918-1931,8425,"Свиненко, Н.",СвиненкоН,Волга,,,,М.; Л.,Гиз,1930.0,,12.0,20000.0,0.22,
fic,1918-1931,8426,"Свиненко, Н.",СвиненкоН,Девятьсот пятый,Текут Я. Ипатова,,,М.; Л.,Гиз,1931.0,,12.0,25000.0,0.3,
method,1918-1931,8448,NOAUTHOR,,СВОДНЫЙ МАТЕРИАЛ СРЕЦНЕ-ВОЛЖСК,КРАИБЮРО ДКО ПРИ КРАЙКОМЕ ВЛКСМ К ВЕСЕННЕЙ ПОСЕВ пОЙ КАМПАНИИ,,,Самара,Акад. пед. наук СССР,1930.0,Детская коммунистическая организация юных пионеров и м. Ленина. Средневолжск. Крайбюро,23.0,2000.0,,
method,1918-1931,8449,NOAUTHOR,,СВОИМИ РУКАМИ,,Сост. сотрудники Акц. о-ва наглядных посозий (АОНАПО.),,М.; Л.,Акад. пед. наук СССР,1926.0,,128.0,,0.4,
nonfic,1918-1931,8450,"Святский, Д.",СвятскийД,Спутник краевого лк> бителя природы,,,,Л.; М.,Научное кн-во,1925.0,Библиотека журн. «В мастерской природы». Изучай природу,48.0,6000.0,0.4,
nonfic,1918-1931,8451,"Святский, Д. О.; Кладо, Т. Н.",СвятскийДО,Занимательная метеорология,,Рис. Ю. Д. Скалдина.,,Л.,Время,1930.0,,240.0,6000.0,2.2,
fic,1918-1931,8452,"Северин, Н. А.",СеверинНА,Ореховые разведчики,,Рис. Ф. Тихомирова.,,М.,Огиз—Молодая гвардия,1931.0,,16.0,30000.0,0.4,
fic,1918-1931,8453,"Северин, Н. А.",СеверинНА,Путешествие в страну Ионесси,,,,М.; Л.,Огиз—Молодая гвардия,1932.0,,127.0,10000.0,0.65,
fic,1918-1931,8459,"Сегал, Е. А.",СегалЕА,Дорога на эшафот,Ряс. М. Родионова,,,М.; Л.,Огиз—Молодая гвардия,1931.0,,137.0,10100.0,1.5,
method,1918-1931,8467,"Семенников, А. Г.",СеменниковАГ,Пионерам о работе колхозного отряда,,,,М.,Огиз—Молодая гвардия,1930.0,Библиотечка всесоюзн. перевыборов пионерактива,28.0,30000.0,,
method,1918-1931,8477,"Семенова, В.; Смирнова, Б.",СеменоваВ,Памятка деревенского пионера,,Рис. С. Бигос.,,М.,Крестьянская газета,1930.0,Библиотечка журн. «Дружные ребята»,96.0,30000.0,0.25,
method,1918-1931,8477,"Семенова, В.; Смирнова, Б.",СмирноваБ,Памятка деревенского пионера,,Рис. С. Бигос.,,М.,Крестьянская газета,1930.0,Библиотечка журн. «Дружные ребята»,96.0,30000.0,0.25,
fic,1918-1931,8479,"Сементовский, С.",СементовскийС,Как бобр инженером стал,,Рис. С. Рахманина.,,Л.,Начатки знаний,1926.0,,11.0,5200.0,0.25,
fic,1918-1931,8480,"Семенюк-Славятинский, Н.",Семенюк-СлавятинскийН,Мана,,,,М.; Л.,Гиз,1929.0,,55.0,7000.0,0.25,
fic,1918-1931,8484,NOAUTHOR,,СЕМЬЯ УТИ,По Фрэнсис,Рис. Аз-наш.,,М.,Рабочая газета,1929.0,Библиотека «Мурзилки»,12.0,25000.0,0.12,
folk,1918-1931,8503,NOAUTHOR,,"СЕНЬКА-ВОРОБЕЙ, СТЕПАН-БУБЛИК И ЕГОРУШКА-РОТО3ЕЙ, ОТРОКИ НЕВИННО УБИЕННЫЕ",,,,М.,Гиз,1922.0,См. также № 3112,24.0,10000.0,,
method,1918-1931,8504,"Сенькин, С.",СенькинС,Фотокружок в отряде и школе,,,,М.,Новая Москва,1927.0,Библиотека юного пионера,56.0,10000.0,0.35,
method,1918-1931,8539,"Сергеев, И.; Ковалев, Л.; Черняк, Е.; Геркан, Л.; Стамин, П.; Шерстюк, Н.",СергеевИ,Пионер-физкультурник,,Вып. 1-й.,,М.,Физкультура и туризм,1931.0,,32.0,15000.0,0.35,
method,1918-1931,8539,"Сергеев, И.; Ковалев, Л.; Черняк, Е.; Геркан, Л.; Стамин, П.; Шерстюк, Н.",КовалевЛ,Пионер-физкультурник,,Вып. 1-й.,,М.,Физкультура и туризм,1931.0,,32.0,15000.0,0.35,
method,1918-1931,8539,"Сергеев, И.; Ковалев, Л.; Черняк, Е.; Геркан, Л.; Стамин, П.; Шерстюк, Н.",ЧернякЕИ,Пионер-физкультурник,,Вып. 1-й.,,М.,Физкультура и туризм,1931.0,,32.0,15000.0,0.35,
method,1918-1931,8539,"Сергеев, И.; Ковалев, Л.; Черняк, Е.; Геркан, Л.; Стамин, П.; Шерстюк, Н.",ГерканЛ,Пионер-физкультурник,,Вып. 1-й.,,М.,Физкультура и туризм,1931.0,,32.0,15000.0,0.35,
method,1918-1931,8539,"Сергеев, И.; Ковалев, Л.; Черняк, Е.; Геркан, Л.; Стамин, П.; Шерстюк, Н.",СтаминП,Пионер-физкультурник,,Вып. 1-й.,,М.,Физкультура и туризм,1931.0,,32.0,15000.0,0.35,
method,1918-1931,8539,"Сергеев, И.; Ковалев, Л.; Черняк, Е.; Геркан, Л.; Стамин, П.; Шерстюк, Н.",ШерстюкН,Пионер-физкультурник,,Вып. 1-й.,,М.,Физкультура и туризм,1931.0,,32.0,15000.0,0.35,
fic,1918-1931,8542,NOAUTHOR,,СЕРДИТЫЙ ВОРОБЕЙ,Шутка Ф. Д;,Рис. Д. Мсщевитина.,,М.,Рабочая газета,1928.0,Библиотека «Мурзилки»,10.0,150000.0,,
nonfic,1918-1931,8544,"Сердюкова, З. Г.; Исаев, С.; Шашкин, И.",СердюковаЗГ,Осеньие работы в саду и огороде,,,,М.,Огиз—Молодая гвардия,1930.0,Библиотечка журн. «Юный натуралист»,32.0,30100.0,0.8,
nonfic,1918-1931,8544,"Сердюкова, З. Г.; Исаев, С.; Шашкин, И.",ИсаевС,Осеньие работы в саду и огороде,,,,М.,Огиз—Молодая гвардия,1930.0,Библиотечка журн. «Юный натуралист»,32.0,30100.0,0.8,
nonfic,1918-1931,8544,"Сердюкова, З. Г.; Исаев, С.; Шашкин, И.",ШашкинИ,Осеньие работы в саду и огороде,,,,М.,Огиз—Молодая гвардия,1930.0,Библиотечка журн. «Юный натуралист»,32.0,30100.0,0.8,
method,1918-1931,8545,"Сердюкова, З.; Кожевников, А. В.",СердюковаЗГ,Цветоводство в кружке юных натуралистов,,,,М.,Огиз—Молодая гвардия,1928.0,,101.0,5000.0,0.95,
method,1918-1931,8560,NOAUTHOR,,СЕРП № 1,Сборник.детского творчества,,,М.,Юный ленинец,1926.0,Беспл. приложение к газете «Юный ленинец»,15.0,13000.0,,
fic,1918-1931,8617,"Сибиряков, С.",СибиряковС,По указу «Его Императорского Величества»,,Рис. П. Павлинов?.,,М.,Огиз—Молодая гвардия,1931.0,,238.0,10000.0,1.75,
nonfic,1918-1931,8618,"Сибиряков, С.; Николаев, А.",СибиряковС,Григорий Иванович Котовский,,,,М.; Л.,Огиз—Молодая гвардия,1931.0,,128.0,10250.0,0.5,
fic,1918-1931,8619,"Сивачев, М. Г.",СивачевМГ,Прошкино горе,,,,М.,Новая Москва,1925.0,Детская библиотека,37.0,4000.0,0.25,
fic,1918-1931,8620,"Сивачев, М. Г.",СивачевМГ,Прошкино горе,,Рис. А. Мануйлова,,М.; Л.,Гиз,1928.0,Новая детская библиотека,36.0,7000.0,0.2,
nonfic,1918-1931,8623,"Сигов, В. А.",СиговВА,Как надо бороться с огородными вредителями,,,,Воронеж,Акад. пед. наук СССР,1930.0,Центр. черноземн. обл. детск. технич. и с.-х. станция при облбюро ДКО обкома ВЛКСМ и облоно,4.0,10000.0,,
nonfic,1918-1931,8624,"Сигов, И. А.; Сидоров, И. И.",СиговИА,Труд вокруг нас,,Ч. 1-я. Утро в семье,,М.; Л.,Гиз,1925.0,Книга юного труженика,38.0,10000.0,0.35,
nonfic,1918-1931,8624,"Сигов, И. А.; Сидоров, И. И.",СидоровИИ,Труд вокруг нас,,Ч. 1-я. Утро в семье,,М.; Л.,Гиз,1925.0,Книга юного труженика,38.0,10000.0,0.35,
nonfic,1918-1931,8625,"Сигов, И. А.; Сидоров, И. И.",СиговИА,Труд вокруг нас,,Ч. 2-я. Утреннее чаепитие. Рис. Т. Н. Гиппиус,,Л.,Гиз,1925.0,Книга юного труженика,31.0,10000.0,0.25,
nonfic,1918-1931,8625,"Сигов, И. А.; Сидоров, И. И.",СидоровИИ,Труд вокруг нас,,Ч. 2-я. Утреннее чаепитие. Рис. Т. Н. Гиппиус,,Л.,Гиз,1925.0,Книга юного труженика,31.0,10000.0,0.25,
nonfic,1918-1931,8636,"Силандер, В. И.",СиландерВИ,Как советская сосна попала в Англию,,Под ред. А. Н. Ду-рикина и Е. Никольской.,,М.,Работник просвещения,1929.0,Библиотека школьника,23.0,5000.0,0.2,
fic,1918-1931,8637,"Силандер, В. И.",СиландерВИ,Как советская сосна попала в Англию,,Под ред. А. Н. Ду-рикина и Е. Никольской.,,М.,Работник просвещения,1930.0,Библиотечка школьника I ст. Под ред. А. Н. Дурикина и Е. М. Никольской,24.0,5000.0,0.2,
fic,1918-1931,8638,"Силин, С.",СилинСИ,Скотный двор,,Рис. С. Воин и Корнакова.,,М.,Крестьянская газета,1929.0,Библиотека «Дружные ребята»,15.0,50000.0,0.1,
coloring,1918-1931,8639,NOAUTHOR,,СИЛУЭТЫ,Закраска чернилами или одной краской,,,М.,изд. В. Поль,1922.0,,15.0,4000.0,,
method,1918-1931,8640,"Симанов, Ю. П.",СимановЮП,Весы,,,,М.; Л.,Гиз,1927.0,В помощь школьнику,95.0,5000.0,0.6,
method,1918-1931,8641,"Симонова, А.",СимоноваА,Как я устроила аквариум для юных читателей,,,,М.,изд. Комиссии по улучшению жизни детей при ВЦИК и изд-ва Жизнь и знание,1924.0,,32.0,5000.0,0.15,
folk,1918-1931,8644,"Симмонс, В. Д.",СиммонсВД,Скороговорки,,Рис. А. Собсровой.,,М.,Рабочая газета,1929.0,Библиотека «Мурзилки»,11.0,25000.0,0.5,
folk,1918-1931,8645,"Симмонс, В. Д.",СиммонсВД,Скороговорки,,Изд. 2-е,,М.,Рабочая газета,1929.0,Библиотека «Мурзилки»,11.0,150000.0,0.5,
fic,1918-1931,8657,NOAUTHOR,,СИНДБАД-МОРЕПЛАВАТЕЛЬ,,,,М.,И. Д. Сытин,1918.0,,16.0,7000.0,,
method,1918-1931,8658,"Синицына, Е. И.",СиницынаЕИ,Игры со светом и цветом,,,,М.,Гиз,1930.0,,23.0,10000.0,0.4,
method,1918-1931,8659,"Синицына, Е. И.",СиницынаЕИ,Прыгают-летают,Самодельные игрушки,"Рис. М. , Синяковой.",,М.,Огиз—Молодая гвардия,1931.0,,11.0,50000.0,0.22,
nonfic,1918-1931,8662,"Синякова, М.",СиняковаМ,Китай,,Рис. автора.,,М.,Огиз—Молодая гвардия,1931.0,,12.0,50000.0,0.22,
fic,1918-1931,8663,NOAUTHOR,,СИНЯЯ БОРОДА,,Рис. Р. О. Коннель.,,М.,I. Кнебель,1918.0,,10.0,5000.0,,
folk,1918-1931,8666,NOAUTHOR,,СКАЗ ГРАМОТНЫМ ДЕТЯМ,,Рис. П. Митурича.,,П.,Издательск. отд. изобразительного искусства Ком. парт. просвещения,1919.0,,16.0,3000.0,,
fic,1918-1931,8689а,"Скворцова, О.",СкворцоваО,Удивительные приключения муравья,,Изд. 5-е,,М.,Девриен,1918.0,,78.0,,,
fic,1918-1931,8690,NOAUTHOR,,СКВОРЧАТА,,Рис. Б. Ермоленко.,,Киев,Культура,1929.0,,12.0,40000.0,0.11,
method,1918-1931,8691,NOAUTHOR,,С КОГО БРАТЬ ПРИМЕР,Сборник,,,М.,Огиз—Молодая гвардия,1931.0,Библиотечка пионера-активиста,206.0,10150.0,1.0,
method,1918-1931,8692,"Скоринко, И.; Тютиков, И.",СкоринкоИ,Вася Алексеев,Беседа с пионерами,,,Л.,Прибой,1926.0,,36.0,6000.0,0.12,
method,1918-1931,8692,"Скоринко, И.; Тютиков, И.",ТютиковИ,Вася Алексеев,Беседа с пионерами,,,Л.,Прибой,1926.0,,36.0,6000.0,0.12,
nonfic,1918-1931,8693,"Скорино, Л. И.",СкориноЛИ,"Там, где рождается книга",Экскурсия в Нижполиграф,,,Н.-Новгород,Огиз—Нижегородск. краев. отд-ние,1931.0,Библиотека школьника,48.0,10000.0,0.25,
folk,1918-1931,8694,NOAUTHOR,,СКОРОГОВОРКИ,,Картинки с текстом. Рис. К. А. Козловой.,,М.,Крестьянская газета,1929.0,Библиотека «Дружные ребята»,12.0,50000.0,0.8,
folk,1918-1931,8695,NOAUTHOR,,СКОРОГОВОРКИ,,Изд. 2-е,,М.,Крестьянская газета,1930.0,Библиотека «Дружные ребята»,12.0,100000.0,0.8,
nonfic,1918-1931,8696,"Скосырев, П. Г.",СкосыревПГ,Совхоз Банрам-Али,Хлопковая пятилетка,,,М.,Огиз—Молодая гвардия,1930.0,Детям о пятилетке,88.0,10100.0,0.6,
nonfic,1918-1931,8697,"Скосырев, П. Г.",СкосыревПГ,Совхоз Банрам-Али,Хлопковая пятилетка,Изд. 2-е,,М.,Огиз—Молодая гвардия,1931.0,Детям о пятилетке,104.0,30150.0,0.6,
nonfic,1918-1931,8707,"Славко, В.",СлавкоВ,Радио,,Рис. Агнит.,,Киев,Культура,1929.0,,12.0,40000.0,0.15,
folk,1918-1931,8711,NOAUTHOR,,СЛОВО О ПОЛКУ ИГОРЕВЕ,"Нер., примеч. и объяснит, статья В. А. Келтуяла",,,М.; Л.,Гиз,1928.0,Деш. библиотека классиков. Школьная серия,108.0,10000.0,0.3,
folk,1918-1931,8712,NOAUTHOR,,СЛОВО О ПОЛКУ ИГОРЕВЕ,"Нер., примеч. и объяснит, статья В. А. Келтуяла",Изд. 2-е,,М.; Л.,Гиз,1929.0,Деш. библиотека классиков. Школьная серия,118.0,30000.0,0.3,
folk,1918-1931,8713,NOAUTHOR,,СЛОВО О ПОЛКУ ИГОРЕВЕ,"Нер., примеч. и объяснит, статья В. А. Келтуяла",Изд.< 3-е,,М.; Л.,Гиз,1929.0,Деш. библиотека классиков. Школьная серия,118.0,30000.0,0.3,
folk,1918-1931,8715,NOAUTHOR,,СЛОН И КРОКОДИЛ,,Рис. В. Миц-киной.,,Одесса,БИП,1927.0,,12.0,10000.0,0.6,
coloring,1918-1931,8729,NOAUTHOR,,СМЕКАЛКА-ВЫРУЧАЛКА,Загадочные картинки,,,Одесса,Светоч,1927.0,,12.0,10000.0,0.15,
coloring,1918-1931,8730,NOAUTHOR,,СМЕКАЛКА-ВЫРУЧАЛКА,Загадочные картинки,,,Одесса,Светоч,1927.0,,10.0,20000.0,0.15,
coloring,1918-1931,8731,NOAUTHOR,,СМЕКАЛКА-ВЫРУЧАЛКА,Загадочные картинки,,,Одесса,Светоч,1927.0,,12.0,30000.0,0.15,
method,1918-1931,8732,NOAUTHOR,,СМЕНА ИДЕТ,Первая всесоюзная конференция юных пионеров 20—22 августа 1929 г,,,М.; Л.,Огиз—Молодая гвардия,1929.0,Библиотека пионерского слета. Серия «В дни слета»,173.0,25100.0,0.4,
method,1918-1931,8733,NOAUTHOR,,СМЕНА ИДЕТ,Первая всесоюзная конференция юных пионеров 20—22 августа 1929 г,Изд. 2-е,,М.; Л.,Огиз—Молодая гвардия,1929.0,Библиотечка пионера-активиста,112.0,10100.0,0.4,
coloring,1918-1931,8734,NOAUTHOR,,СМЕШНЫЕ ЗВЕРЮШКИ,,Картинки и стихи. Рис. Г. Игнатьева.,,Киев,Культура,1928.0,,12.0,30000.0,0.15,
method,1918-1931,8736,"Смирении, Б. А.",СмиренииБА,Как самому построить радиоприемник,,,,Л.,Научное кн-во,1925.0,Библиотека журн. «В мастерской природы». Для умелых рук,37.0,10000.0,0.35,
method,1918-1931,8794,"Смирнов, Е.",СмирновЕ,Арифметика юных боль-1невиков,,,,М.,Огиз—Молодая гвардия,1931.0,,88.0,15000.0,0.35,
nonfic,1918-1931,8795,"Смирнов, Е.",СмирновЕ,Представить к ордену,Опыт борьбы за промфинплан ленинградских пионеров завода им. К. Маркса,,,М.; Л.,Огиз—Молодая гвардия,1931.0,,46.0,15000.0,0.17,
coloring,1918-1931,8796,"Смирнов, Н. С.",СмирновНС,Альбом зверей. (2 вып.),,,,Л.,Радуга,1930.0,,11.0,60000.0,0.1,
nonfic,1918-1931,8822,"Смирнов, Н. П.",СмирновНП,Календарь природы Ленинградской области,,,,Л.; М.,Работник просвещения,1930.0,Школьно-краеведч. библиотека по отдельным районам СССР,64.0,5000.0,0.3,
method,1918-1931,8834,"Смирнова, Е.",СмирноваЕ,Миша-гребеночник,Роговые изделия,Рис. Б. Смирнова.,,М.,Г. Ф. Мириманов,1924.0,Библиотека школьника,31.0,10000.0,0.4,
fic,1918-1931,8845,"Смоленский, М.",СмоленскийМ,Водолазы,,Статья инж. Л. Белецкого «Работа водолаза».,,М.,Огиз—Молодая гвардия,1931.0,,62.0,15300.0,0.4,
method,1918-1931,8846,"Смоляров, Я.",СмоляровЯ,Пионерам об игре,,,,М.; Л.,Огиз—Молодая гвардия,1926.0,Как работать пионеру. Беседы вожатого,30.0,50000.0,,
method,1918-1931,8847,"Смоляров, Я.",СмоляровЯ,Пионерский клуб,,,,М.; Л.,Огиз—Молодая гвардия,1926.0,Как работать пионеру. Беседы вожатого,16.0,50000.0,,
method,1918-1931,8848,"Смоляров, Я.",СмоляровЯ,Пионеры в лагеря,,,,М.; Л.,Огиз—Молодая гвардия,1926.0,Как работать пионеру летом,47.0,10000.0,,
method,1918-1931,8849,"Смоляров, Я.",СмоляровЯ,Сто игр юных пионеров,,,,М.; Л.,Огиз—Молодая гвардия,1924.0,,76.0,25000.0,0.35,
method,1918-1931,8850,"Смоляров, Я.",СмоляровЯ,Сто игр юных пионеров,,Изд. 2-е,,М.,Огиз—Молодая гвардия,1925.0,,78.0,20000.0,0.35,
method,1918-1931,8851,"Смоляров, Я.",СмоляровЯ,Сто игр юных пионеров,,Изд. 3-е,,М.,Огиз—Молодая гвардия,1925.0,,78.0,20000.0,0.35,
